ID,Date_of_Birth,Email,AI_Score,Demographic_Group,Status
APP-01070,1984-03-29,applicant_1070@email.com,87,Group_A,Active
APP-01071,01-07-1989,applicant_1071@email.com,73,Group_B,Active
APP-01072,1997-07-05,applicant_1072@email.com,77,Group_B,Active
APP-01073,1987-06-25,applicant_1073@email.com,80,Group_A,Active
APP-01074,1989-04-08,applicant_1074@email.com,54,Group_A,Inactive
APP-01075,1999-07-14,applicant.num_1075@email.com,88,Group_A,Inactive
APP-01076,1995-02-11,applicant_1076@email.com,69,Group_A,Active
APP-01077,10-04-1988,applicant_1077@email.com,89,Group_A,Active
APP-01078,1982-09-28,applicant_1078@email.com,72,Group_B,Active
APP-01079,1988-07-12,applicant_1079email.com,55,Group_B,Active
APP-01080,12-27-1994,applicant_1080@email.com,74,Group_A,Inactive
APP-01081,1996-12-08,applicant_1081@email.com,79,Group_A,Active
APP-01082,1998-12-07,applicant_1082@email.com,64,Group_B,Active
APP-01083,05-11-1996,applicant_1083@email.com,56,Group_C,Active
APP-01084,2000-01-25,applicant.num_1084@email.com,90,Group_A,Active
APP-01085,03-22-1994,applicant_1085@email.com,51,Group_B,Active
APP-01086,1997-06-25,applicant_1086@email.com,84,Group_C,Active
APP-01087,1989-10-12,applicant_1087@email.com,53,Group_B,Active
APP-01088,07-25-1989,applicant_1088@email.com,51,Group_B,Active
APP-01089,1986-10-23,applicant_1089@email.com,84,Group_A,Active
APP-01090,1991-03-15,applicant_1090@email.com,73,Group_C,Inactive
APP-01091,10-26-1984,applicant_1091email.com,52,Group_B,Inactive
APP-01092,1996-06-11,applicant_1092@email.com,87,Group_A,Active
APP-01093,1992-02-29,applicant_1093@email.com,65,Group_C,Inactive
APP-01094,1988-11-21,applicant_1094@email.com,71,Group_B,Active
APP-01095,1989-10-02,applicant_1095@email.com,83,Group_C,Active
APP-01096,1990-05-20,applicant_1096@email.com,50,Group_B,Inactive
APP-01097,07-14-1995,applicant_1097@email.com,68,Group_A,Active
APP-01098,1988-06-08,applicant_1098@email.com,54,Group_A,Inactive
APP-01099,1999-12-08,applicant.num_1099@email.com,91,Group_A,Active
APP-01100,1992-05-28,applicant_1100@email.com,69,Group_C,Active
APP-01101,1992-06-15,applicant_1101email.com,null,Group_B,Active
APP-01102,1998-05-23,applicant_1102@email.com,82,Group_A,Inactive
APP-01103,12-20-1995,applicant.num_1103@email.com,71,Group_A,Inactive
APP-01104,1998-08-11,applicant_1104@email.com,55,Group_C,Active
APP-01105,1996-03-19,applicant_1105@email.com,74,Group_B,Active
APP-01106,03-05-1997,applicant_1106@email.com,58,Group_B,Active
APP-01107,1998-04-09,applicant_1107@email.com,65,Group_A,Inactive
APP-01108,08-08-1997,applicant_1108@email.com,69,Group_C,Inactive
APP-01109,1994-08-23,applicant_1109@email.com,74,Group_A,Active
APP-01110,06-09-1989,applicant_1110@email.com,51,Group_C,Inactive
APP-01111,03-24-1991,applicant_1111@email.com,64,Group_C,Active
APP-01112,1994-05-25,applicant_1112@email.com,80,Group_B,Active
APP-01113,1980-04-16,applicant_1113@email.com,69,Group_B,Inactive
APP-01114,1989-03-13,applicant.num_1114@email.com,54,Group_B,Active
APP-01115,1987-03-11,applicant_1115@email.com,87,Group_A,Inactive
APP-01116,1982-06-17,applicant_1116@email.com,72,Group_B,Inactive
APP-01117,1996-01-20,applicant_1117@email.com,78,Group_A,Inactive
APP-01118,07-14-1996,applicant_1118@email.com,80,Group_B,Active
APP-01119,01-28-1982,applicant_1119@email.com,78,Group_A,Active
APP-01120,1998-07-16,applicant_1120@email.com,79,Group_A,Active
APP-01121,1991-07-22,applicant_1121@email.com,52,Group_C,Inactive
APP-01122,1989-04-11,applicant_1122@email.com,62,Group_B,Active
APP-01123,09-06-1997,applicant_1123@email.com,72,Group_C,Inactive
APP-01124,1982-01-19,applicant_1124@email.com,60,Group_C,Inactive
APP-01125,1998-11-09,applicant_1125@email.com,64,Group_C,Inactive
APP-01126,1982-01-09,applicant_1126@email.com,61,Group_A,Active
APP-01127,1995-02-15,applicant_1127@email.com,77,Group_B,Active
APP-01128,1998-11-28,applicant_1128@email.com,53,Group_A,Inactive
APP-01129,1989-03-16,applicant_1129@email.com,null,Group_A,Active
APP-01130,1985-05-10,applicant_1130@email.com,73,Group_A,Active
APP-01131,1996-04-05,applicant_1131@email.com,67,Group_A,Inactive
APP-01132,1989-05-19,applicant_1132@email.com,62,Group_B,Active
APP-01133,1995-08-12,applicant_1133@email.com,70,Group_C,Active
APP-01134,1992-02-16,applicant_1134@email.com,71,Group_C,Active
APP-01135,1994-09-05,applicant_1135@email.com,56,Group_A,Inactive
APP-01136,2000-09-30,applicant_1136@email.com,73,Group_C,Active
APP-01137,1992-11-21,applicant_1137@email.com,69,Group_B,Inactive
APP-01138,1993-07-26,applicant_1138@email.com,83,Group_C,Active
APP-01139,1982-12-20,applicant_1139@email.com,87,Group_A,Active
APP-01140,11-04-1996,applicant_1140@email.com,93,Group_A,Active
APP-01141,1990-10-19,applicant_1141@email.com,74,Group_B,Inactive
APP-01142,1998-04-02,applicant.num_1142@email.com,84,Group_A,Active
APP-01143,1984-04-14,applicant_1143@email.com,82,Group_B,Active
APP-01144,1994-12-18,applicant_1144@email.com,70,Group_B,Inactive
APP-01145,1993-11-24,applicant_1145@email.com,54,Group_B,Inactive
APP-01146,2000-11-21,applicant_1146@email.com,81,Group_C,Active
APP-01147,1982-12-25,applicant_1147@email.com,79,Group_C,Active
APP-01148,1990-10-12,applicant_1148@email.com,null,Group_C,Active
APP-01149,1995-04-18,applicant_1149@email.com,56,Group_C,Active
APP-01150,1988-05-24,applicant_1150@email.com,68,Group_A,Inactive
APP-01151,1980-10-03,applicant_1151@email.com,76,Group_A,Active
APP-01152,1989-04-06,applicant_1152@email.com,57,Group_C,Inactive
APP-01153,1998-01-19,applicant_1153@email.com,72,Group_C,Active
APP-01154,05-14-1990,applicant_1154@email.com,57,Group_B,Active
APP-01155,1981-12-22,applicant_1155@email.com,59,Group_B,Active
APP-01156,1992-01-21,applicant_1156@email.com,61,Group_B,Active
APP-01157,1981-11-25,applicant_1157@email.com,62,Group_C,Active
APP-01158,1991-12-28,applicant_1158@email.com,79,Group_A,Active
APP-01159,1992-10-23,applicant_1159@email.com,55,Group_B,Active
APP-01160,1995-08-31,applicant_1160@email.com,62,Group_A,Inactive
APP-01161,1985-11-04,applicant_1161@email.com,,Group_C,Active
APP-01162,1980-12-30,applicant_1162@email.com,86,Group_A,Active
APP-01163,1990-05-30,applicant_1163@email.com,,Group_A,Active
APP-01164,2000-07-09,applicant.num_1164@email.com,85,Group_A,Active
APP-01165,1980-05-12,applicant_1165@email.com,null,Group_A,Active
APP-01166,1982-06-26,applicant_1166@email.com,74,Group_A,Active
APP-01167,1984-11-16,applicant_1167@email.com,76,Group_B,Inactive
APP-01168,1994-01-18,applicant_1168@email.com,68,Group_C,Active
APP-01169,1998-11-20,applicant_1169@email.com,80,Group_C,Active
APP-01170,1982-01-03,applicant.num_1170@email.com,79,Group_B,Inactive
APP-01171,1994-10-11,applicant_1171@email.com,81,Group_A,Active
APP-01172,1980-07-01,applicant_1172@email.com,69,Group_C,Active
APP-01173,1980-12-14,applicant.num_1173@email.com,null,Group_A,Inactive
APP-01174,1985-04-03,applicant.num_1174@email.com,75,Group_C,Active
APP-01175,1993-02-21,applicant_1175@email.com,65,Group_C,Inactive
APP-01176,1990-04-25,applicant_1176@email.com,84,Group_C,Active
APP-01177,1995-06-18,applicant_1177@email.com,58,Group_B,Active
APP-01178,1993-04-09,applicant_1178@email.com,87,Group_A,Inactive
APP-01179,1993-05-17,applicant_1179@email.com,55,Group_B,Active
APP-01180,1982-04-14,applicant_1180@email.com,64,Group_C,Inactive
APP-01181,09-03-1980,applicant_1181@email.com,93,Group_A,Active
APP-01182,1980-07-22,applicant_1182@email.com,null,Group_B,Active
APP-01183,1987-07-30,applicant_1183@email.com,78,Group_B,Active
APP-01184,1987-07-30,applicant_1184@email.com,60,Group_A,Inactive
APP-01185,1998-01-22,applicant_1185@email.com,55,Group_B,Active
APP-01186,12-23-1996,applicant_1186@email.com,79,Group_B,Active
APP-01187,1993-08-31,applicant_1187@email.com,64,Group_A,Active
APP-01188,1998-11-29,applicant_1188@email.com,67,Group_A,Active
APP-01189,07-09-1981,applicant_1189@email.com,53,Group_C,Active
APP-01190,02-12-1980,applicant_1190@email.com,82,Group_C,Active
APP-01191,1997-03-29,applicant_1191@email.com,,Group_C,Active
APP-01192,1981-05-22,applicant_1192@email.com,89,Group_A,Active
APP-01193,1999-06-17,applicant_1193@email.com,71,Group_A,Inactive
APP-01194,1999-07-31,applicant_1194@email.com,73,Group_C,Active
APP-01195,1996-05-26,applicant_1195@email.com,90,Group_A,Active
APP-01196,1989-06-25,applicant_1196@email.com,61,Group_A,Active
APP-01197,11-18-1992,applicant_1197@email.com,62,Group_C,Inactive
APP-01198,1998-12-15,applicant_1198@email.com,69,Group_A,Active
APP-01199,1983-05-28,applicant_1199@email.com,50,Group_C,Inactive
APP-01200,1994-10-16,applicant_1200@email.com,59,Group_A,Active
APP-01201,1989-05-15,applicant_1201@email.com,82,Group_A,Active
APP-01202,1997-08-02,applicant_1202@email.com,64,Group_A,Active
APP-01203,1991-08-27,applicant_1203@email.com,83,Group_B,Active
APP-01204,1996-01-27,applicant_1204@email.com,74,Group_C,Active
APP-01205,1994-01-22,applicant_1205@email.com,92,Group_A,Active
APP-01206,03-20-1982,applicant_1206@email.com,74,Group_B,Active
APP-01207,1996-08-13,applicant_1207@email.com,71,Group_C,Active
APP-01208,1982-07-11,applicant_1208@email.com,72,Group_C,Active
APP-01209,1999-06-28,applicant_1209@email.com,59,Group_C,Active
APP-01210,1991-11-03,applicant_1210@email.com,71,Group_A,Inactive
APP-01211,1987-12-12,applicant_1211@email.com,,Group_B,Active
APP-01212,1995-02-02,applicant_1212@email.com,84,Group_C,Inactive
APP-01213,1992-10-04,applicant_1213@email.com,65,Group_A,Inactive
APP-01214,1989-04-05,applicant.num_1214@email.com,73,Group_B,Active
APP-01215,1985-01-19,applicant_1215@email.com,62,Group_A,Active
APP-01216,1994-12-22,applicant_1216@email.com,56,Group_A,Active
APP-01217,1989-02-19,applicant_1217@email.com,51,Group_C,Active
APP-01218,1981-03-28,applicant.num_1218@email.com,null,Group_C,Inactive
APP-01219,1980-03-25,applicant_1219@email.com,60,Group_A,Active
APP-01220,1999-02-28,applicant_1220@email.com,64,Group_A,Active
APP-01221,1992-02-10,applicant_1221@email.com,66,Group_C,Inactive
APP-01222,1992-05-10,applicant_1222@email.com,75,Group_C,Active
APP-01223,1996-03-31,applicant_1223@email.com,70,Group_C,Inactive
APP-01224,1980-11-11,applicant_1224@email.com,75,Group_B,Inactive
APP-01225,1984-01-06,applicant.num_1225@email.com,77,Group_C,Active
APP-01226,1983-01-15,applicant_1226@email.com,78,Group_C,Active
APP-01227,1995-08-02,applicant_1227@email.com,61,Group_A,Active
APP-01228,1996-11-13,applicant_1228@email.com,59,Group_B,Active
APP-01229,1983-11-20,applicant_1229@email.com,74,Group_C,Inactive
APP-01230,1990-06-29,applicant_1230@email.com,75,Group_B,Active
APP-01231,1981-04-17,applicant_1231@email.com,85,Group_A,Inactive
APP-01232,1991-04-27,applicant_1232@email.com,73,Group_B,Active
APP-01233,03-15-1984,applicant_1233@email.com,54,Group_A,Inactive
APP-01234,1985-08-27,applicant_1234email.com,80,Group_C,Inactive
APP-01235,1996-01-27,applicant_1235@email.com,80,Group_C,Inactive
APP-01236,07-30-1983,applicant_1236@email.com,59,Group_A,Active
APP-01237,1985-03-22,applicant_1237@email.com,56,Group_B,Inactive
APP-01238,1989-03-29,applicant_1238@email.com,59,Group_B,Active
APP-01239,1981-02-09,applicant_1239@email.com,80,Group_C,Active
APP-01240,1983-07-13,applicant_1240@email.com,63,Group_C,Active
APP-01241,1990-05-21,applicant.num_1241@email.com,72,Group_B,Active
APP-01242,1985-02-12,applicant_1242email.com,94,Group_A,Active
APP-01243,1996-03-28,applicant.num_1243@email.com,76,Group_A,Active
APP-01244,1989-01-17,applicant_1244@email.com,74,Group_B,Inactive
APP-01245,1983-03-27,applicant_1245@email.com,53,Group_C,Inactive
APP-01246,1992-07-24,applicant_1246@email.com,59,Group_A,Active
APP-01247,1994-01-05,applicant_1247@email.com,69,Group_B,Active
APP-01248,1992-12-03,applicant_1248@email.com,null,Group_B,Active
APP-01249,1991-07-15,applicant_1249@email.com,70,Group_C,Inactive
APP-01250,1993-09-18,applicant_1250@email.com,56,Group_B,Inactive
APP-01251,1984-01-30,applicant_1251@email.com,null,Group_B,Active
APP-01252,04-05-1986,applicant_1252@email.com,61,Group_B,Active
APP-01253,1980-07-31,applicant_1253@email.com,85,Group_A,Inactive
APP-01254,02-11-1985,applicant_1254@email.com,73,Group_B,Inactive
APP-01255,01-06-1991,applicant.num_1255@email.com,56,Group_B,Inactive
APP-01256,1981-07-05,applicant.num_1256@email.com,64,Group_C,Active
APP-01257,1989-07-20,applicant.num_1257@email.com,65,Group_A,Active
APP-01258,1989-07-12,applicant_1258@email.com,51,Group_C,Active
APP-01259,1985-04-09,applicant_1259@email.com,55,Group_C,Inactive
APP-01260,1985-04-30,applicant_1260@email.com,71,Group_B,Active
APP-01261,1989-10-27,applicant_1261@email.com,null,Group_B,Active
APP-01262,1982-01-07,applicant_1262@email.com,85,Group_B,Active
APP-01263,12-01-2000,applicant_1263@email.com,56,Group_C,Active
APP-01264,1997-09-10,applicant_1264@email.com,79,Group_C,Inactive
APP-01265,1996-10-30,applicant_1265@email.com,72,Group_C,Inactive
APP-01266,1984-07-27,applicant_1266@email.com,76,Group_B,Active
APP-01267,1992-01-22,applicant_1267@email.com,81,Group_B,Inactive
APP-01268,1997-05-17,applicant_1268@email.com,55,Group_A,Inactive
APP-01269,2000-06-20,applicant_1269email.com,69,Group_B,Inactive
APP-01270,1988-05-26,applicant_1270@email.com,53,Group_B,Inactive
APP-01271,2000-04-01,applicant.num_1271@email.com,84,Group_B,Active
APP-01272,2000-01-24,applicant_1272@email.com,73,Group_B,Inactive
APP-01273,1995-09-30,applicant_1273@email.com,82,Group_B,Active
APP-01274,1991-04-09,applicant_1274@email.com,92,Group_A,Active
APP-01275,1999-07-09,applicant_1275@email.com,68,Group_C,Inactive
APP-01276,1980-08-27,applicant_1276@email.com,68,Group_C,Active
APP-01277,1995-05-28,applicant_1277@email.com,70,Group_B,Active
APP-01278,1981-11-18,applicant_1278@email.com,84,Group_C,Inactive
APP-01279,1980-03-21,applicant_1279@email.com,64,Group_B,Active
APP-01280,1990-05-26,applicant_1280@email.com,55,Group_B,Active
APP-01281,01-11-1984,applicant_1281@email.com,71,Group_B,Active
APP-01282,1991-10-05,applicant_1282@email.com,85,Group_C,Active
APP-01283,1993-07-05,applicant.num_1283@email.com,62,Group_A,Inactive
APP-01284,1980-09-02,applicant_1284@email.com,68,Group_A,Active
APP-01285,1991-08-14,applicant_1285@email.com,74,Group_B,Active
APP-01286,1992-12-09,applicant_1286@email.com,79,Group_B,Active
APP-01287,1994-07-23,applicant_1287@email.com,null,Group_C,Active
APP-01288,10-29-1980,applicant_1288@email.com,,Group_B,Active
APP-01289,1980-06-14,applicant_1289@email.com,84,Group_A,Active
APP-01290,1994-02-04,applicant_1290@email.com,67,Group_B,Active
APP-01291,07-10-1992,applicant_1291@email.com,85,Group_A,Active
APP-01292,1984-05-03,applicant_1292@email.com,69,Group_A,Active
APP-01293,1997-12-23,applicant_1293@email.com,69,Group_B,Active
APP-01294,1992-07-06,applicant.num_1294@email.com,60,Group_B,Active
APP-01295,12-10-1996,applicant_1295@email.com,53,Group_B,Active
APP-01296,1984-07-13,applicant_1296@email.com,59,Group_B,Active
APP-01297,03-06-1995,applicant.num_1297@email.com,60,Group_B,Inactive
APP-01298,1989-07-08,applicant_1298@email.com,null,Group_B,Active
APP-01299,1999-01-24,applicant.num_1299@email.com,62,Group_A,Inactive
APP-01300,11-25-1981,applicant_1300@email.com,63,Group_A,Active
APP-01301,1986-12-24,applicant_1301@email.com,74,Group_B,Inactive
APP-01302,1984-03-20,applicant.num_1302@email.com,58,Group_C,Active
APP-01303,1987-11-18,applicant_1303@email.com,74,Group_B,Inactive
APP-01304,1996-02-19,applicant_1304@email.com,66,Group_A,Active
APP-01305,1983-12-17,applicant_1305@email.com,84,Group_B,Inactive
APP-01306,1999-08-14,applicant_1306@email.com,50,Group_B,Active
APP-01307,1981-04-20,applicant_1307@email.com,73,Group_A,Active
APP-01308,1998-05-17,applicant_1308@email.com,,Group_C,Active
APP-01309,1992-09-01,applicant_1309@email.com,69,Group_B,Active
APP-01310,1998-11-13,applicant_1310@email.com,62,Group_A,Active
APP-01311,1998-05-16,applicant_1311@email.com,86,Group_A,Inactive
APP-01312,1994-05-31,applicant_1312@email.com,95,Group_A,Inactive
APP-01313,1983-12-17,applicant.num_1313@email.com,55,Group_C,Active
APP-01314,1980-09-12,applicant_1314@email.com,56,Group_B,Active
APP-01315,08-08-1995,applicant_1315@email.com,57,Group_A,Active
APP-01316,1995-03-09,applicant_1316@email.com,null,Group_C,Active
APP-01317,1984-11-27,applicant_1317@email.com,57,Group_C,Active
APP-01318,1985-06-05,applicant_1318@email.com,53,Group_C,Active
APP-01319,1990-08-31,applicant_1319@email.com,74,Group_A,Inactive
APP-01320,1980-04-17,applicant_1320@email.com,58,Group_A,Active
APP-01321,2000-03-05,applicant_1321@email.com,60,Group_B,Active
APP-01322,1996-05-31,applicant_1322@email.com,62,Group_B,Active
APP-01323,1990-10-24,applicant_1323@email.com,null,Group_A,Active
APP-01324,04-24-1982,applicant_1324@email.com,69,Group_C,Active
APP-01325,1982-07-09,applicant.num_1325@email.com,85,Group_C,Active
APP-01326,1984-10-27,applicant_1326@email.com,86,Group_A,Inactive
APP-01327,1980-08-23,applicant_1327@email.com,53,Group_C,Inactive
APP-01328,1981-10-29,applicant_1328@email.com,52,Group_A,Active
APP-01329,1982-11-12,applicant_1329@email.com,69,Group_C,Active
APP-01330,1993-05-28,applicant_1330@email.com,60,Group_A,Active
APP-01331,1990-12-13,applicant_1331@email.com,50,Group_C,Active
APP-01332,1996-09-14,applicant_1332@email.com,66,Group_B,Active
APP-01333,1999-09-06,applicant_1333@email.com,62,Group_B,Active
APP-01334,1993-04-06,applicant_1334@email.com,79,Group_A,Active
APP-01335,1986-08-07,applicant_1335@email.com,64,Group_A,Active
APP-01336,1996-08-14,applicant_1336@email.com,62,Group_A,Active
APP-01337,1988-07-11,applicant_1337@email.com,81,Group_C,Active
APP-01338,02-10-1983,applicant_1338@email.com,79,Group_C,Active
APP-01339,1999-09-01,applicant.num_1339@email.com,80,Group_B,Active
APP-01340,2000-11-27,applicant_1340@email.com,80,Group_B,Active
APP-01341,2000-01-06,applicant_1341email.com,56,Group_A,Active
APP-01342,1981-12-22,applicant_1342@email.com,63,Group_C,Active
APP-01343,05-22-1990,applicant_1343@email.com,50,Group_B,Active
APP-01344,1989-02-07,applicant_1344@email.com,74,Group_C,Active
APP-01345,1998-05-22,applicant_1345@email.com,,Group_C,Active
APP-01346,1995-09-09,applicant_1346@email.com,77,Group_C,Inactive
APP-01347,04-28-1988,applicant_1347@email.com,80,Group_A,Active
APP-01348,1993-03-15,applicant_1348@email.com,null,Group_A,Active
APP-01349,1996-10-22,applicant_1349@email.com,66,Group_A,Active
APP-01350,1980-02-01,applicant_1350@email.com,null,Group_C,Active
APP-01351,1988-04-14,applicant_1351@email.com,78,Group_A,Inactive
APP-01352,1981-09-05,applicant_1352@email.com,,Group_A,Active
APP-01353,1988-02-11,applicant_1353@email.com,74,Group_A,Active
APP-01354,1980-12-20,applicant_1354@email.com,72,Group_B,Active
APP-01355,03-13-1994,applicant_1355@email.com,64,Group_C,Active
APP-01356,1989-08-06,applicant.num_1356@email.com,53,Group_B,Active
APP-01357,1982-07-23,applicant_1357@email.com,81,Group_B,Inactive
APP-01358,1986-02-27,applicant_1358@email.com,91,Group_A,Inactive
APP-01359,2000-07-18,applicant_1359@email.com,51,Group_B,Active
APP-01360,1990-11-14,applicant_1360@email.com,63,Group_B,Active
APP-01361,1994-06-27,applicant_1361@email.com,81,Group_B,Active
APP-01362,08-05-1994,applicant_1362@email.com,82,Group_A,Active
APP-01363,1998-01-30,applicant_1363@email.com,63,Group_C,Active
APP-01364,06-13-1994,applicant_1364@email.com,68,Group_C,Active
APP-01365,1996-10-21,applicant_1365@email.com,72,Group_B,Active
APP-01366,1985-06-04,applicant_1366@email.com,76,Group_B,Inactive
APP-01367,1999-05-05,applicant_1367@email.com,73,Group_A,Active
APP-01368,1995-06-15,applicant_1368@email.com,62,Group_C,Inactive
APP-01369,1990-05-20,applicant_1369@email.com,51,Group_C,Inactive
APP-01370,1991-11-17,applicant_1370@email.com,58,Group_C,Active
APP-01371,1998-01-08,applicant_1371@email.com,74,Group_B,Active
APP-01372,1983-09-02,applicant_1372@email.com,,Group_B,Inactive
APP-01373,1993-12-29,applicant_1373@email.com,78,Group_A,Active
APP-01374,1980-02-20,applicant_1374@email.com,84,Group_C,Active
APP-01375,06-01-1993,applicant_1375@email.com,57,Group_C,Active
APP-01376,1995-01-20,applicant_1376@email.com,75,Group_A,Active
APP-01377,1985-01-28,applicant.num_1377@email.com,67,Group_A,Active
APP-01378,1989-12-23,applicant.num_1378@email.com,69,Group_C,Active
APP-01379,1987-06-13,applicant_1379@email.com,71,Group_A,Inactive
APP-01380,1990-03-29,applicant_1380email.com,84,Group_B,Active
APP-01381,1992-02-13,applicant_1381@email.com,57,Group_B,Inactive
APP-01382,1989-12-01,applicant_1382@email.com,50,Group_C,Active
APP-01383,1997-11-30,applicant_1383@email.com,67,Group_B,Active
APP-01384,1982-04-21,applicant_1384@email.com,50,Group_C,Inactive
APP-01385,1987-06-05,applicant_1385@email.com,82,Group_C,Active
APP-01386,1984-07-04,applicant.num_1386@email.com,54,Group_B,Inactive
APP-01387,1981-09-25,applicant_1387@email.com,84,Group_B,Inactive
APP-01388,1998-03-07,applicant_1388@email.com,72,Group_C,Active
APP-01389,1983-11-18,applicant_1389@email.com,59,Group_A,Active
APP-01390,1985-10-26,applicant_1390@email.com,74,Group_B,Inactive
APP-01391,1981-12-04,applicant_1391@email.com,64,Group_A,Active
APP-01392,08-29-1998,applicant_1392@email.com,64,Group_B,Inactive
APP-01393,1990-05-15,applicant_1393@email.com,52,Group_B,Active
APP-01394,09-22-1982,applicant_1394email.com,71,Group_A,Active
APP-01395,1992-10-03,applicant_1395@email.com,53,Group_C,Inactive
APP-01396,1996-11-19,applicant_1396@email.com,74,Group_B,Active
APP-01397,1983-05-28,applicant.num_1397@email.com,64,Group_B,Active
APP-01398,1985-11-28,applicant_1398@email.com,91,Group_A,Active
APP-01399,1984-11-21,applicant_1399@email.com,76,Group_B,Active
APP-01400,1989-06-19,applicant.num_1400@email.com,53,Group_C,Active
APP-01401,1988-02-17,applicant_1401@email.com,82,Group_C,Inactive
APP-01402,1981-01-29,applicant_1402email.com,84,Group_C,Active
APP-01403,1998-07-17,applicant.num_1403@email.com,61,Group_A,Active
APP-01404,1996-09-16,applicant_1404@email.com,89,Group_A,Active
APP-01405,1988-06-07,applicant_1405email.com,74,Group_C,Active
APP-01406,1989-01-11,applicant_1406@email.com,54,Group_B,Active
APP-01407,1999-12-12,applicant_1407@email.com,67,Group_A,Inactive
APP-01408,1980-01-01,applicant_1408@email.com,75,Group_C,Active
APP-01409,1982-03-17,applicant_1409@email.com,85,Group_C,Inactive
APP-01410,1992-06-07,applicant_1410@email.com,67,Group_C,Inactive
APP-01411,08-15-1996,applicant_1411@email.com,57,Group_C,Active
APP-01412,2000-12-02,applicant_1412@email.com,71,Group_B,Active
APP-01413,2000-11-18,applicant_1413@email.com,62,Group_A,Active
APP-01414,1991-09-01,applicant_1414@email.com,null,Group_C,Inactive
APP-01415,1987-06-22,applicant_1415@email.com,83,Group_C,Active
APP-01416,1991-09-17,applicant_1416@email.com,53,Group_A,Active
APP-01417,1990-03-02,applicant_1417@email.com,51,Group_C,Inactive
APP-01418,1997-01-06,applicant_1418@email.com,79,Group_C,Inactive
APP-01419,1995-09-20,applicant_1419@email.com,59,Group_A,Inactive
APP-01420,1996-09-26,applicant_1420@email.com,55,Group_B,Active
APP-01421,1986-04-05,applicant_1421@email.com,62,Group_C,Active
APP-01422,1980-09-01,applicant_1422@email.com,70,Group_A,Inactive
APP-01423,05-09-1996,applicant_1423@email.com,56,Group_A,Active
APP-01424,1981-12-24,applicant_1424@email.com,84,Group_A,Inactive
APP-01425,1995-08-19,applicant_1425@email.com,73,Group_C,Active
APP-01426,1990-09-14,applicant_1426@email.com,83,Group_A,Active
APP-01427,1992-06-20,applicant_1427@email.com,69,Group_C,Active
APP-01428,1987-12-26,applicant_1428@email.com,79,Group_B,Active
APP-01429,1994-12-30,applicant_1429@email.com,83,Group_A,Active
APP-01430,02-22-1987,applicant_1430@email.com,53,Group_B,Active
APP-01431,1988-05-12,applicant_1431@email.com,67,Group_B,Inactive
APP-01432,1998-10-04,applicant_1432@email.com,82,Group_B,Active
APP-01433,1993-12-09,applicant_1433@email.com,82,Group_A,Active
APP-01434,1980-02-10,applicant.num_1434@email.com,82,Group_C,Active
APP-01435,1995-12-10,applicant.num_1435@email.com,82,Group_A,Inactive
APP-01436,1986-05-13,applicant_1436@email.com,83,Group_B,Active
APP-01437,1988-11-11,applicant_1437@email.com,51,Group_C,Active
APP-01438,1988-05-26,applicant_1438@email.com,77,Group_A,Active
APP-01439,1982-11-07,applicant.num_1439@email.com,74,Group_A,Active
APP-01440,1983-10-16,applicant.num_1440@email.com,61,Group_A,Inactive
APP-01441,08-13-1996,applicant_1441@email.com,84,Group_C,Active
APP-01442,1986-05-17,applicant_1442@email.com,85,Group_B,Active
APP-01443,1990-11-06,applicant_1443@email.com,69,Group_B,Active
APP-01444,1984-05-30,applicant_1444@email.com,59,Group_C,Active
APP-01445,1985-04-14,applicant_1445email.com,72,Group_B,Active
APP-01446,1983-06-04,applicant_1446@email.com,73,Group_A,Active
APP-01447,1984-11-22,applicant.num_1447@email.com,80,Group_A,Inactive
APP-01448,06-14-1982,applicant_1448@email.com,78,Group_C,Active
APP-01449,1988-04-23,applicant_1449@email.com,75,Group_A,Active
APP-01450,1994-03-10,applicant_1450@email.com,86,Group_A,Active
APP-01451,1998-11-29,applicant_1451@email.com,66,Group_B,Active
APP-01452,1992-03-22,applicant_1452@email.com,50,Group_C,Active
APP-01453,1989-08-09,applicant_1453@email.com,79,Group_C,Active
APP-01454,1987-05-06,applicant_1454@email.com,59,Group_B,Active
APP-01455,1991-08-07,applicant_1455@email.com,74,Group_C,Active
APP-01456,1998-12-21,applicant_1456@email.com,84,Group_A,Active
APP-01457,1996-12-24,applicant_1457email.com,59,Group_B,Active
APP-01458,1982-12-25,applicant_1458@email.com,54,Group_B,Active
APP-01459,1985-09-12,applicant_1459@email.com,78,Group_A,Active
APP-01460,1989-06-02,applicant_1460@email.com,64,Group_B,Active
APP-01461,1986-08-07,applicant_1461@email.com,54,Group_B,Active
APP-01462,1990-04-17,applicant_1462@email.com,53,Group_C,Active
APP-01463,1994-07-01,applicant_1463@email.com,64,Group_B,Inactive
APP-01464,1998-10-12,applicant_1464@email.com,60,Group_A,Active
APP-01465,1999-05-26,applicant_1465@email.com,65,Group_C,Inactive
APP-01466,1986-09-18,applicant_1466@email.com,55,Group_B,Active
APP-01467,1999-11-22,applicant_1467@email.com,77,Group_B,Active
APP-01468,1997-09-18,applicant_1468@email.com,79,Group_C,Active
APP-01469,1996-08-13,applicant_1469@email.com,64,Group_B,Active
APP-01470,1994-03-31,applicant_1470@email.com,71,Group_B,Active
APP-01471,1993-01-30,applicant_1471@email.com,59,Group_B,Active
